Make,AccidentArea,MonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,NumberOfCars,Year,BasePolicy,FraudFound_P
Chevrolet,Urban,Mar,Male,Married,32,Third Party,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Honda,Urban,Mar,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Jan,Male,Single,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1995,Collision,1
Toyota,Urban,Apr,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1995,Collision,0
Honda,Urban,Feb,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,2 vehicles,1995,Collision,0
Pontiac,Urban,Mar,Male,Single,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,All Perils,0
Ford,Urban,Feb,Male,Single,36,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,1 vehicle,1995,Collision,0
Mazda,Urban,Feb,Female,Married,54,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,none,7 years,41 to 50,No,No,1 vehicle,1995,Collision,0
Mazda,Urban,Feb,Male,Married,47,Policy Holder,Sedan - Liability,Sport,more than 69000,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Feb,Male,Married,47,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,1 vehicle,1995,Liability,0
Mazda,Urban,Feb,Male,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Pontiac,Urban,Feb,Male,Married,48,Third Party,Sedan - All Perils,Sedan,more than 69000,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1995,All Perils,0
Chevrolet,Urban,Apr,Male,Married,62,Third Party,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,more than 4,6 years,51 to 65,No,No,1 vehicle,1995,Liability,0
Pontiac,Urban,Jan,Male,Single,23,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,more than 4,4 years,26 to 30,No,No,1 vehicle,1995,Liability,0
Mercury,Rural,Jan,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,Jul,Male,Married,61,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1995,All Perils,0
Honda,Urban,Apr,Female,Single,31,Third Party,Sport - Collision,Sport,more than 69000,3,more than 30,more than 30,none,5 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Toyota,Urban,Jul,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,less than 20000,3,more than 30,more than 30,1,5 years,36 to 40,No,No,1 vehicle,1995,Collision,0
Mazda,Urban,Jun,Male,Married,75,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,1 vehicle,1995,Liability,0
Mazda,Urban,Jan,Female,Single,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1995,All Perils,1
Chevrolet,Rural,Aug,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,more than 69000,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1995,All Perils,0
Honda,Urban,Nov,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Mazda,Rural,Dec,Female,Married,55,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1995,All Perils,0
Toyota,Urban,Nov,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Chevrolet,Urban,Aug,Male,Married,55,Policy Holder,Utility - Collision,Utility,more than 69000,3,more than 30,more than 30,1,6 years,41 to 50,No,No,1 vehicle,1995,Collision,0
Honda,Urban,Aug,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,2 vehicles,1995,All Perils,0
Toyota,Urban,Jul,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Honda,Rural,Jan,Male,Single,18,Third Party,Sport - Collision,Sport,more than 69000,1,more than 30,more than 30,2 to 4,5 years,21 to 25,No,No,1 vehicle,1995,Collision,0
Toyota,Urban,Aug,Male,Single,24,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,more than 30,more than 30,2 to 4,3 years,26 to 30,No,No,1 vehicle,1995,All Perils,0
Pontiac,Urban,Nov,Male,Single,46,Policy Holder,Utility - All Perils,Utility,more than 69000,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,1 vehicle,1995,All Perils,0
Honda,Urban,Jun,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1995,Collision,0
Honda,Urban,May,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Aug,Male,Single,18,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,2 years,21 to 25,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,Jun,Male,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Chevrolet,Urban,Aug,Male,Single,35,Third Party,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,3 to 4,1995,Liability,0
Pontiac,Urban,Nov,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1995,All Perils,0
Honda,Urban,Nov,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,Nov,Female,Single,35,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,2,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Honda,Urban,Jan,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1995,All Perils,1
Toyota,Urban,Nov,Female,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Mar,Male,Married,54,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,May,Male,Married,63,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,1 vehicle,1995,Collision,0
Toyota,Rural,Jan,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,more than 30,more than 30,none,5 years,31 to 35,No,No,1 vehicle,1995,All Perils,1
Honda,Urban,Apr,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,1,more than 30,more than 30,more than 4,new,16 to 17,No,No,1 vehicle,1995,Liability,0
Mazda,Urban,Aug,Female,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Chevrolet,Urban,Nov,Male,Married,47,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1995,Collision,0
Toyota,Urban,May,Male,Married,33,Third Party,Utility - All Perils,Utility,more than 69000,3,more than 30,more than 30,none,6 years,31 to 35,No,No,2 vehicles,1995,All Perils,0
Chevrolet,Urban,May,Male,Married,57,Third Party,Sedan - All Perils,Sedan,30000 to 39000,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,1 vehicle,1995,All Perils,0
Pontiac,Urban,Jul,Male,Married,55,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1995,All Perils,0
Mazda,Urban,Jul,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Honda,Urban,Sep,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,1,7 years,41 to 50,No,No,1 vehicle,1995,All Perils,0
Toyota,Urban,Oct,Female,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Honda,Urban,Jan,Male,Single,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,All Perils,0
VW,Urban,Sep,Male,Single,51,Policy Holder,Sedan - Collision,Sedan,60000 to 69000,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1995,Collision,0
Honda,Urban,Oct,Male,Married,27,Third Party,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Toyota,Rural,Oct,Male,Married,41,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,All Perils,0
Toyota,Urban,Jul,Female,Married,49,Third Party,Sedan - All Perils,Sedan,less than 20000,4,more than 30,more than 30,none,7 years,41 to 50,No,No,1 vehicle,1995,All Perils,0
Honda,Urban,Nov,Male,Single,33,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Honda,Urban,Oct,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Mazda,Urban,Jan,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,1 vehicle,1995,All Perils,1
Pontiac,Urban,Jan,Male,Single,24,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,none,5 years,26 to 30,No,No,1 vehicle,1995,All Perils,0
VW,Urban,Oct,Female,Single,21,Third Party,Sedan - Collision,Sedan,more than 69000,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,1 vehicle,1995,Collision,0
Toyota,Urban,Jan,Female,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,1,7 years,41 to 50,No,No,1 vehicle,1995,All Perils,0
Honda,Urban,Mar,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,less than 20000,4,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1995,All Perils,0
Mercury,Urban,Dec,Male,Married,51,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,6 years,41 to 50,No,No,1 vehicle,1995,Collision,0
Chevrolet,Urban,Nov,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1995,Collision,0
Honda,Urban,Jan,Male,Single,34,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1995,All Perils,0
Pontiac,Urban,Mar,Male,Married,75,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,2 vehicles,1995,Collision,0
Honda,Urban,Mar,Male,Married,45,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,All Perils,0
Saab,Urban,Jan,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,2,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,1 vehicle,1995,Collision,1
Toyota,Urban,Jan,Male,Married,39,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,All Perils,0
Toyota,Rural,Feb,Male,Married,47,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,Yes,1 vehicle,1995,All Perils,0
Toyota,Urban,Jan,Male,Married,49,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,6 years,41 to 50,No,No,1 vehicle,1995,Collision,1
Mazda,Urban,Feb,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Accura,Urban,Jan,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1995,Collision,1
Honda,Urban,Jan,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,3 to 4,1995,Collision,1
Honda,Urban,Nov,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,1 vehicle,1995,Collision,0
Honda,Urban,Jul,Male,Married,30,Third Party,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Mazda,Urban,Oct,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Toyota,Urban,Oct,Female,Single,24,Third Party,Sedan - Liability,Sport,less than 20000,2,more than 30,more than 30,none,4 years,26 to 30,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Jun,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Mazda,Urban,Jul,Male,Married,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Mazda,Urban,Jun,Male,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Pontiac,Urban,Oct,Male,Married,38,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,1 vehicle,1995,All Perils,0
Pontiac,Rural,Jan,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,1 vehicle,1995,Collision,1
Pontiac,Rural,Aug,Male,Single,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1995,Liability,0
Mazda,Urban,Jul,Male,Married,60,Third Party,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1995,Collision,0
Toyota,Rural,Jun,Female,Single,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,Jan,Male,Single,33,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,2 vehicles,1995,Collision,0
Pontiac,Urban,May,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,May,Female,Married,43,Policy Holder,Sedan - All Perils,Sedan,less than 20000,4,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1995,All Perils,0
Chevrolet,Urban,May,Male,Married,26,Third Party,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Apr,Male,Married,51,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1995,Liability,0
Accura,Urban,Jan,Male,Single,38,Policy Holder,Sedan - Collision,Sedan,more than 69000,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,Collision,1
Chevrolet,Urban,Dec,Female,Married,47,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,4,more than 30,more than 30,1,6 years,41 to 50,No,Yes,1 vehicle,1995,All Perils,0
Honda,Urban,Feb,Female,Married,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Mazda,Urban,Feb,Male,Single,24,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Mar,Male,Married,53,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1995,Collision,0
Honda,Urban,Apr,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1995,Collision,0
Chevrolet,Urban,Jun,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Saab,Urban,Apr,Male,Married,35,Third Party,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Chevrolet,Urban,May,Male,Married,40,Policy Holder,Utility - All Perils,Utility,more than 69000,4,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1995,All Perils,0
Toyota,Urban,May,Male,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Mazda,Urban,May,Male,Single,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1995,Collision,0
Honda,Urban,Jun,Male,Single,24,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,1 vehicle,1995,Liability,0
Chevrolet,Urban,Jun,Male,Married,48,Third Party,Sedan - All Perils,Sedan,30000 to 39000,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,1 vehicle,1995,All Perils,0
Chevrolet,Urban,Jun,Female,Single,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Pontiac,Urban,Jan,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,less than 20000,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1995,Collision,1
Toyota,Urban,Jun,Male,Married,66,Policy Holder,Sedan - All Perils,Sedan,less than 20000,3,more than 30,more than 30,1,7 years,over 65,No,No,1 vehicle,1995,All Perils,0
Accura,Urban,Jun,Male,Married,44,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,2,more than 30,more than 30,1,7 years,36 to 40,No,No,2 vehicles,1995,All Perils,0
Mazda,Urban,Jun,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,1,6 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Honda,Urban,Jun,Female,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Honda,Urban,Jan,Male,Single,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,All Perils,1
Toyota,Urban,Aug,Male,Single,26,Third Party,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,none,7 years,31 to 35,No,Yes,1 vehicle,1995,Collision,0
Honda,Urban,Sep,Male,Married,40,Third Party,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,Sep,Male,Married,64,Policy Holder,Sedan - All Perils,Sedan,less than 20000,4,8 to 15,more than 30,none,7 years,51 to 65,No,No,1 vehicle,1995,All Perils,0
Toyota,Urban,Sep,Male,Married,54,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,3 to 4,1995,Liability,0
Pontiac,Rural,Oct,Male,Married,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Mazda,Urban,Oct,Female,Married,35,Third Party,Sedan - Collision,Sedan,30000 to 39000,2,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,Oct,Male,Married,22,Third Party,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,1 vehicle,1995,Collision,0
Toyota,Urban,Nov,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,less than 20000,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1995,All Perils,0
Ford,Urban,Nov,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Pontiac,Rural,Dec,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Toyota,Urban,Mar,Male,Married,45,Policy Holder,Sedan - Liability,Sport,30000 to 39000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Toyota,Rural,Mar,Male,Single,60,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,1 vehicle,1995,Liability,0
VW,Urban,May,Male,Divorced,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1995,Collision,0
Accura,Urban,May,Male,Married,40,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1995,All Perils,0
Honda,Urban,May,Female,Married,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1995,Liability,0
Pontiac,Urban,Jun,Male,Single,59,Policy Holder,Sedan - All Perils,Sedan,less than 20000,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1995,All Perils,0
Mazda,Urban,Jul,Female,Married,26,Third Party,Sport - Collision,Sport,more than 69000,1,more than 30,more than 30,1,5 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Chevrolet,Urban,Jul,Male,Married,60,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,2 vehicles,1995,All Perils,0
Toyota,Rural,Jul,Male,Single,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1995,Liability,0
Pontiac,Urban,Jul,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,15 to 30,15 to 30,none,7 years,41 to 50,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,Nov,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Accura,Urban,Nov,Male,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Pontiac,Urban,Jan,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1995,Collision,1
Toyota,Urban,Nov,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,more than 69000,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1995,Collision,0
Accura,Urban,Nov,Male,Single,47,Policy Holder,Utility - All Perils,Utility,more than 69000,1,more than 30,more than 30,none,7 years,41 to 50,No,No,1 vehicle,1995,All Perils,0
Mazda,Urban,Nov,Male,Single,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1995,Liability,0
Pontiac,Urban,Dec,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,Nov,Male,Married,58,Third Party,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1995,Liability,0
Chevrolet,Urban,Nov,Male,Married,53,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1995,Liability,0
Pontiac,Urban,Feb,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1995,All Perils,1
Mazda,Urban,Oct,Male,Married,44,Third Party,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1995,Collision,0
Pontiac,Urban,Sep,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,none,7 years,41 to 50,No,No,1 vehicle,1995,Collision,0
